
dlga_pop2_war_room_noble_recruits:pop2_war_room_noble_recruits.3|接 受 {reg40}名 {s17}进 入 部 队 ({reg41}第 纳 尔 )。
dlga_pop2_war_room_noble_recruits:pop2_war_room_menu_7.3|回 到 战 情 室 讨 论 。
dlga_pop2_war_room_noble_recruits:steward_menu1|我 们 回 大 厅 去 吧 。
dlga_pop2_war_room_equip_player_order_troops:pop2_war_room_menu_7|我 很 抱 歉 {reg63?大 人 :女 士 }， 您 的 {s1}已 经 忙 于 {s11}的 武 装 配 置 了 ， 并 需 要 至 少 {reg0}天 才 能 准 备 完 成 。 请 容 我 们 等 待 至 他 们 完 成 作 业 为 止 。 ^还 需 要 什 么 吗 ？
dlga_pop2_war_room_equip_player_order_troops:pop2_war_room_equip_choose|{reg63?大 人 :女 士 }， 您 想 要 怎 么 加 强 {s1}？^我 可 以 传 唤 军 需 官 去 采 购 些 新 马 匹 、 铠 甲 或 是 武 器 。
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_horses|我 想 要 挑 选 些 新 座 骑 给 我 的 {s1}。
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_armor|我 的 {s1}值 得 配 上 更 好 的 铠 甲 。
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_weapons|优 良 的 武 器 ， 这 才 是 我 们 现 在 所 需 要 的 。
dlga_pop2_war_room_equip_choose:pop2_war_room_menu_7|没 事 ， 让 我 们 回 到 战 情 室 吧 。
dlga_pop2_war_room_buy_horses:close_window|很 好 ， {reg63?先 生 :女 士 }。 从 右 边 选 择 一 匹 马 ， 拖 动 至 最 左 边 士 兵 的 马 匹 栏 上 ， 取 代 之 前 旧 的 座 骑 。
dlga_pop2_war_room_buy_armor:pop2_war_room_buy_armor_choice|您 想 要 替 换 哪 一 种 铠 甲 ， {reg63?先 生 :女 士 }？
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward|精 工 匠 造 的 护 身 甲 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.1|优 秀 的 护 身 甲 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.2|精 良 的 护 身 甲 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.3|优 良 的 护 身 甲 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.4|护 身 甲 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.5|经 济 实 惠 的 护 身 甲 和 服 饰 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.6|优 秀 的 头 盔 和 帽 子 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.7|优 良 的 头 盔 和 帽 子 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.8|好 的 头 盔 和 帽 子 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.9|经 济 实 惠 的 头 盔 和 帽 子 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.10|靴 子 或 护 胫 。
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.11|手 套 或 护 手 。
dlga_pop2_war_room_buy_armor_steward:close_window|很 好 ， {reg63?先 生 :女 士 }。 从 右 边 选 择 一 件 装 备 ， 拖 动 至 最 左 边 士 兵 的 装 备 栏 上 ， 取 代 之 前 旧 的 装 备 。
dlga_pop2_war_room_buy_weapons:pop2_war_room_buy_weapons_choice|您 想 要 替 换 哪 一 种 武 器 ， {reg63?先 生 :女 士 }？
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward|优 良 的 单 手 武 器 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.1|单 手 武 器 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.2|双 手 武 器 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.3|长 柄 武 器 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.4|耐 用 的 盾 牌 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.5|盾 牌 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.6|弓 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.7|箭 矢 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.8|弩 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.9|弩 矢 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.10|投 掷 武 器 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.11|火 枪 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.12|手 枪 。
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.13|子 弹 。
dlga_pop2_war_room_buy_weapons_steward:close_window|很 好 ， {reg63?先 生 :女 士 }。 从 右 边 选 择 一 件 武 器 ， 拖 动 至 最 左 边 士 兵 的 装 备 栏 上 ， 取 代 之 前 旧 的 装 备 。
dlga_pop2_war_room_improve_troops:pop2_war_room_improve_troops_response|{reg63?大 人 :夫 人 }， 花 费 {reg30}第 纳 尔 和 {reg29}点 声 望 可 为 {s1}提 升 力 量 、 敏 捷 各 2点 ， 并 增 加 所 有 武 器 熟 练 度 20点 。
dlga_pop2_war_room_improve_troops_response:pop2_war_room_improve_troops_done_2|提 升 {s1}。
dlga_pop2_war_room_improve_troops_response:pop2_war_room_menu_7|回 到 战 情 室 讨 论 。
dlga_pop2_war_room_improve_troops_response:steward_menu1|我 们 回 大 厅 去 吧 。
dlga_pop2_war_room_improve_troops_done_2:pop2_war_room_improve_troops|训 练 完 毕 ， 他 们 的 属 性 和 熟 练 度 都 提 升 了 。
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops|{s2}。
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.1|将 一 名 {s12}训 练 为 {s11}。
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.2|将 {reg1}名 {s12}全 部 训 练 为 {s11}。
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.3|将 一 名 {s12}训 练 为 {s11}。
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.4|将 {reg1}名 {s12}全 部 训 练 为 {s11}。
dlga_pop2_war_room_train_order_troops:pop2_war_room_menu_7|回 到 战 情 室 讨 论 。
dlga_pop2_war_room_train_order_troops:steward_menu1|我 们 回 大 厅 去 吧 。
dlga_pop2_war_room_create_order:pop2_war_room_create_order|啊 ！ 我 们 来 看 看 有 什 么 选 择 。 注 意 ， 多 数 骑 士 团 需 要 10～ 25点 荣 誉 (黄 昏 骑 士 团 要 -20)和 20000第 纳 尔 才 能 建 立 。 同 时 ， 各 骑 士 团 仅 能 引 荐 特 定 兵 种 而 升 级 。
dlga_pop2_war_room_create_order:pop2_war_room_create_order_after|建 立 可 引 荐 马 里 廷 骑 士 加 入 的 轰 雷 骑 士 团
dlga_pop2_war_room_create_order:pop2_war_room_create_order_after.1|建 立 可 引 荐 菲 卡 维 亚 骑 士 加 入 的 凯 芮 司 卫 队
dlga_pop2_war_room_create_order:pop2_war_room_create_order_after.2|建 立 可 引 荐 梅 滕 海 姆 决 死 队 后 备 加 入 的 决 死 队
dlga_pop2_war_room_create_order:pop2_war_room_create_order_after.3|建 立 可 引 荐 {s1}加 入 的 玫 瑰 骑 士 团
dlga_pop2_war_room_create_order:pop2_war_room_create_order_after.4|建 立 {s7}
dlga_pop2_war_room_create_order:pop2_war_room_menu_7|回 到 战 情 室 讨 论 。
dlga_pop2_war_room_create_order:steward_menu2|让 我 们 回 大 厅 去 吧 。
dlga_pop2_war_room_create_order_after:close_window|很 好 ， 大 人 。 本 骑 士 团 由 您 所 建 立 ， 您 有 权 利 为 骑 士 团 和 所 属 成 员 们 命 名 。
dlga_pop2_war_room_create_order_after:pop2_war_room_menu_7|很 好 ， 大 人 。 我 会 把 这 件 事 办 妥 的 。 ^还 需 要 什 么 吗 ？
dlga_pop2_loc_status_center:steward_menu|本 地 的 经 济 是 {reg52}， 目 前 繁 荣 是 {reg2}， 矿 产 价 值 为 {reg1}。
dlga_seneschal_talk:seneschal_ask_something|我 想 问 你 一 个 问 题 … …
dlga_seneschal_talk:seneschal_ask_about_someone|我 想 知 道 关 于 某 人 的 情 况 … …
dlga_seneschal_ask_about_someone:seneschal_ask_about_someone_2|也 许 我 能 帮 上 忙 ， 你 想 打 听 谁 ？
dlga_seneschal_ask_about_someone_2:seneschal_pretalk|算 了 。
dlga_seneschal_talk:close_window|我 现 在 得 离 开 了 ， 再 见 。
dlga_seneschal_ask_something:seneschal_ask_something_2|当 然 ， 我 将 尽 力 帮 助 你 。 你 想 问 些 什 么 ？
dlga_seneschal_ask_something_2:seneschal_ask_location|也 许 你 知 道 可 以 上 哪 儿 找 到 某 个 人 … …
dlga_seneschal_ask_location:seneschal_ask_location_2|没 错 ， 能 做 这 份 工 作 的 人 消 息 都 很 灵 通 ， 你 想 找 谁 ？
dlga_seneschal_ask_location_2:seneschal_ask_location_3|{s1}
dlga_seneschal_ask_location_2:seneschal_pretalk|算 了 。
dlga_seneschal_ask_location_3:seneschal_pretalk|{s1}
dlga_start:close_window.28|那 儿 ！ 我 已 经 可 以 看 到 远 处 {s3}的 城 墙 。 我 们 安 全 到 达 了 这 里 。 给 ， 拿 上 我 承 诺 过 的 这 {reg3}第 纳 尔 。 我 希 望 哪 天 能 再 和 你 结 伴 而 行 。
dlga_start:talk_caravan_escort|我 们 已 经 走 了 这 么 远 了 … … 前 方 安 全 吗 ？
dlga_talk_caravan_escort:talk_caravan_escort_2a|周 围 也 许 有 强 盗 。 跟 紧 我 。
dlga_talk_caravan_escort_2a:close_window|相 信 我 ， {playername}，我 们 已 经 跟 得 够 紧 了 。 开 路 吧 。
dlga_talk_caravan_escort:talk_caravan_escort_2b|看 起 来 没 什 么 麻 烦 ， 我 们 可 以 松 口 气 了 。
dlga_talk_caravan_escort_2b:close_window|不 到 {s1}我 没 法 安 心 ， 继 续 走 吧 。
dlga_start:merchant_talk|你 想 干 什 么 ？ 我 们 上 次 付 你 过 路 费 还 不 到 三 天 。
dlga_start:merchant_talk.1|你 好 ， 朋 友 。
dlga_start:merchant_talk.2|你 想 干 什 么 ？ 我 们 是 做 正 经 生 意 的 商 人 。 我 们 和 你 没 有 过 节 ， 别 找 我 们 麻 烦 。
dlga_start:merchant_talk.3|警 告 你 ， 恶 棍 ！这 个 商 队 受 {s9}保 护 。 不 要 挡 路 ， 否 则 你 会 激 怒 他 ！
dlga_start:merchant_talk.4|什 么 ？ 你 想 干 什 么 ？
dlga_merchant_pretalk:merchant_talk|还 有 什 么 事 吗 ？
dlga_merchant_talk:caravan_start_war_quest_1|你 闯 入 了 {s17}的 领 地 。 我 要 查 抄 这 个 商 队 和 所 有 的 货 物 ！
dlga_caravan_start_war_quest_1:caravan_start_war_quest_2|什 么 ？ 这 是 什 么 无 稽 之 谈 ？ 我 们 和 {s17}有 和 平 协 议 ， 有 权 利 经 过 他 们 的 领 土 ！
dlga_caravan_start_war_quest_2:merchant_attack|这 可 说 不 定 了 ！ 准 备 自 卫 吧 ！
dlga_caravan_start_war_quest_2:close_window|嗯 。 也 许 这 完 全 是 个 误 会 。 再 见 。
dlga_merchant_talk:merchant_talk_offer|我 有 事 想 关 照 你 。
dlga_merchant_talk_offer:merchant_talk_offer_2|什 么 事 ？
dlga_merchant_talk_offer_2:caravan_offer_protection|我 可 以 有 偿 护 送 你 们 去 目 的 地 。
dlga_merchant_talk_offer_2:merchant_pretalk|没 什 么 。 算 了 。
dlga_merchant_talk:merchant_bandit_information|我 正 猎 捕 一 群 带 有 以 下 特 征 的 强 盗 … … 你 见 过 他 们 吗 ？
dlga_merchant_bandit_information:merchant_pretalk|{s15}
dlga_merchant_talk:merchant_trip_explanation|告 诉 我 你 们 的 行 程
dlga_merchant_trip_explanation:merchant_pretalk|我 们 正 要 从 {s11}赶 到 {s12}去 。 {s14}
dlga_merchant_talk:merchant_demand|你 有 些 东 西 是 我 要 的 ！
dlga_merchant_demand:merchant_demand_2|你 想 干 什 么 ？
dlga_merchant_demand_2:merchant_demand_toll|经 过 这 里 需 要 付 通 行 费 ！
dlga_merchant_demand_toll:merchant_demand_toll_2|拜 托 ， 我 不 想 惹 麻 烦 。 我 可 以 付 给 你 {reg6}第 纳 尔 ， 让 我 们 走 吧 。
dlga_merchant_demand_toll:merchant_demand_toll_2.1|我 不 想 惹 麻 烦 。 我 会 付 给 你 {reg6}第 纳 尔 ， 让 我 们 走 吧 。
dlga_merchant_demand_toll_2:merchant_demand_toll_accept|同 意 ， 交 出 来 你 就 可 以 走 了 。
dlga_merchant_demand_toll_accept:close_window|那 太 好 了 。 这 是 {reg6}第 纳 尔 。
dlga_merchant_demand_toll_2:merchant_pretalk|我 改 变 主 意 了 ， 我 不 能 收 你 的 钱 。
dlga_merchant_demand_toll_2:merchant_attack|不 ， 我 想 要 你 所 有 东 西 ！ 【攻 击】
dlga_merchant_demand_2:merchant_attack_begin|立 刻 交 出 你 们 的 财 物 ！
dlga_merchant_demand_2:merchant_pretalk|没 什 么 。 算 了 。
dlga_merchant_attack_begin:merchant_attack_verify|你 要 抢 劫 我 们 ？ {s11}
dlga_merchant_attack_verify:merchant_attack_verify_norob|抢 劫 你 们 ？ 哦 ， 不 ， 我 只 是 开 个 玩 笑 。
dlga_merchant_attack_verify_norob:close_window|天 ， 别 开 这 种 玩 笑 ， {reg33?小 姑 娘 :小 伙 子 }。我 还 以 为 我 们 有 麻 烦 了 。
dlga_merchant_attack_verify:merchant_attack|太 对 了 ， 这 是 一 次 抢 劫 ， 现 在 把 货 物 交 出 来 。
dlga_merchant_attack:close_window|去 你 妈 的 ， 你 得 先 打 赢 我 们 再 说 ！
dlga_caravan_offer_protection:caravan_offer_protection_2|路 上 看 来 的 确 不 太 平 ， 护 卫 总 是 受 欢 迎 的 。
dlga_caravan_offer_protection_2:close_window|A保 护 ？ 不 过 我 们 马 上 就 要 到 了 ， 不 管 怎 么 说 ， 多 谢 你 的 好 意 。
dlga_caravan_offer_protection_2:caravan_offer_protection_3|我 们 正 前 往 {s1}。如 果 你 护 送 我 们 去 那 里 的 话 ， 我 会 付 你 {reg2}第 纳 尔 。
dlga_caravan_offer_protection_3:caravan_offer_protection_4|同 意 。
dlga_caravan_offer_protection_4:caravan_offer_protection_5|我 希 望 你 一 路 上 不 要 离 我 们 太 远 ， 如 果 我 们 被 强 盗 伏 击 ， 会 需 要 你 的 帮 助 。
dlga_caravan_offer_protection_5:caravan_offer_protection_6|别 担 心 ， 包 在 我 身 上 了 。
dlga_caravan_offer_protection_6:close_window|很 好 ， 到 {s1}我 们 会 付 你 酬 金 的 ， 让 我 们 上 路 吧 。
dlga_caravan_offer_protection_3:caravan_offer_protection_4b|算 了 。
dlga_caravan_offer_protection_4b:close_window|也 许 下 次 吧 。
dlga_merchant_talk:talk_caravan_enemy_2|等 一 下 ， 交 出 你 们 所 有 的 钱 和 货 物 。
dlga_talk_caravan_enemy_2:close_window|绝 不 。 我 们 的 职 责 是 保 护 这 些 货 物 ， 你 得 先 过 我 们 这 一 关 ， 你 这 个 土 匪 ！
dlga_merchant_talk:close_window|离 开 。
dlga_start:prison_guard_players|日 安 ， {reg63?大 人 :女 士 }。 你 想 去 监 狱 看 看 吗 ？
dlga_prison_guard_players:close_window|是 的 。 开 门 吧 。
dlga_prison_guard_players:close_window.1|不 ， 现 在 不 用 。
dlga_start:prison_guard_talk|什 么 ？ 你 想 干 什 么 ？
dlga_prison_guard_talk:prison_guard_ask_prisoners|谁 被 关 在 这 里 ？
dlga_prison_guard_talk:prison_guard_visit_prison|我 想 和 一 个 囚 犯 说 话 。
dlga_prison_guard_ask_prisoners:prison_guard_talk|现 在 ， {s50}被 关 押 在 这 里 。 {s49}
dlga_prison_guard_visit_prison:close_window|当 然 ， {reg63?大 人 :夫 人 }。 请 进 。
dlga_prison_guard_visit_prison:prison_guard_visit_prison_2|你 跟 囚 犯 说 话 需 要 先 从 领 主 那 里 得 到 许 可 。
dlga_prison_guard_visit_prison:prison_guard_visit_prison_nobody|里 面 没 有 人 ， 你 可 以 进 去 随 便 看 看 。
dlga_prison_guard_visit_prison_nobody:close_window|那 好 的 。 我 进 去 看 看 。
dlga_prison_guard_visit_prison_nobody:close_window.1|我 还 有 别 的 要 紧 事 要 做 。
dlga_prison_guard_visit_prison_2:close_window|那 好 的 。 我 试 试 看 。
dlga_prison_guard_visit_prison_2:prison_guard_visit_prison_3|拜 托 ， 我 以 为 这 里 你 说 了 算 呢 。
dlga_prison_guard_visit_prison_3:prison_guard_visit_prison_4|嘿 — — 嗨 。 你 猜 对 了 。 不 过 ， 我 还 是 不 能 让 你 进 这 个 监 狱 。
dlga_prison_guard_visit_prison_4:close_window|那 好 的 。 我 这 就 走 。
dlga_prison_guard_visit_prison_4:prison_guard_visit_prison_5|我 在 不 远 处 发 现 一 个 钱 包 里 面 有 100第 纳 尔 。 我 想 应 该 是 你 的 。
dlga_prison_guard_visit_prison_5:close_window|啊 ！ 我 找 这 个 找 了 一 整 天 。 你 能 把 它 找 回 来 真 是 太 好 了 {reg63?大 人 :夫 人 }。 好 了 ， 现 在 我 知 道 你 是 一 个 多 么 诚 实 的 {reg33?人 :女 士 }了 。 让 像 你 这 样 的 人 进 去 不 会 有 任 何 危 险 的 。 进 去 吧 … … 不 过 ， 还 是 得 提 醒 你 — — 你 要 是 想 放 跑 某 人 ， 我 可 是 会 攥 紧 钥 匙 的 。
dlga_prison_guard_visit_prison_4:prison_guard_visit_break|马 上 把 牢 房 的 钥 匙 给 我 ！
dlga_prison_guard_visit_break:close_window|来 人 哪 ！ 有 人 劫 狱 ！
dlga_prison_guard_talk:close_window|算 了 。
dlga_start:castle_guard_players|有 什 么 吩 咐 ， {reg63?大 人 :女 士 }？
dlga_castle_guard_players:close_window|把 门 打 开 。 我 要 进 去 。
dlga_castle_guard_players:close_window.1|算 了 。
dlga_start:castle_guard_sneaked_intro_1|从 我 眼 前 滚 开 ， 要 饭 的 ！ 真 恶 心 ！
dlga_start:close_window.29|在 我 失 去 耐 心 之 前 滚 开 ， 你 这 个 臭 要 饭 的 ！
dlga_castle_guard_sneaked_intro_1:castle_guard_sneaked_intro_2|我 要 到 大 厅 和 领 主 谈 谈 。
dlga_castle_guard_sneaked_intro_1:close_window|离 开 。
dlga_castle_guard_sneaked_intro_2:close_window|你 发 疯 了 吗 ？ {reg33?小 妞 :小 子 }，乞 丐 是 不 允 许 进 入 大 厅 的 。 快 点 消 失 ， 否 则 我 会 痛 打 你 。
dlga_start:castle_guard_intro_1|你 想 干 什 么 ？
dlga_castle_guard_intro_1:castle_guard_intro_2|我 要 到 大 厅 和 领 主 谈 谈 。
dlga_castle_guard_intro_1:close_window|算 了 。
dlga_castle_guard_intro_2:close_window|里 面 正 在 举 行 宴 会 ， 而 你 没 有 被 邀 请 。
dlga_castle_guard_intro_2:castle_guard_intro_3|卸 下 武 器 交 给 我 之 后 才 可 以 进 去 。 没 有 人 可 以 带 着 兵 器 进 入 领 主 的 大 厅 。
dlga_castle_guard_intro_3:close_window|给 ， 拿 着 我 的 兵 器 。 我 要 进 去 了 。
dlga_castle_guard_intro_3:castle_guard_intro_2b|不 ， 我 不 会 把 武 器 交 给 任 何 人 。
dlga_castle_guard_intro_2b:close_window|那 你 不 能 进 去 。
dlga_start:castle_gate_guard_talk|你 想 干 什 么 ？
dlga_castle_gate_guard_pretalk:castle_gate_guard_talk|什 么 ？
dlga_castle_gate_guard_talk:castle_gate_open|今 晚 我 们 需 要 找 个 住 所 。 你 可 以 让 我 们 进 去 吗 ？
dlga_castle_gate_guard_talk:request_meeting_castle_lord|我 想 和 这 座 城 堡 的 领 主 谈 谈 。
dlga_castle_gate_guard_talk:request_meeting_other|我 想 和 这 座 城 堡 里 的 某 个 人 谈 谈 。
dlga_castle_gate_guard_talk:close_window|离 开 。
dlga_request_meeting_castle_lord:close_window|在 这 里 等 会 儿 。 {s2}会 过 来 的 。
dlga_request_meeting_castle_lord:castle_gate_guard_pretalk|领 主 大 人 现 在 不 在 这 儿 。
dlga_request_meeting_other:request_meeting_3|是 谁 ？
dlga_request_meeting_3:request_meeting_4|{s3}
dlga_request_meeting_3:close_window|算 了 。
dlga_request_meeting_4:request_meeting_5|在 这 等 一 下 。 我 会 向 {reg0?她 :他 }禀 报 你 的 求 见 。
dlga_request_meeting_5:request_meeting_6|我 等 着 … …
dlga_request_meeting_6:close_window|好 吧 。 {s2}会 过 来 跟 你 谈 谈 。
dlga_request_meeting_6:close_window.1|{s2}说 他 不 会 见 你 的 ， 你 走 吧 。
dlga_castle_gate_open:close_window|{s2}大 人 很 高 兴 看 到 你 ， {reg63?大 人 :夫 人 }。 请 进 。 我 这 就 为 你 开 门 。
dlga_castle_gate_open:close_window.1|{s2}大 人 现 在 不 在 城 堡 里 。 不 过 我 想 他 应 该 会 接 受 你 今 晚 待 在 这 里 。 请 进 。 我 这 就 给 你 开 门 。
dlga_castle_gate_open:close_window.2|请 进 。 我 这 就 给 你 开 门 。
dlga_castle_gate_open:close_window.3|请 进 。 但 是 让 你 的 人 在 城 里 放 机 灵 点 。 {s2}大 人 不 想 招 惹 麻 烦 。
dlga_castle_gate_open:close_window.4|{s2}大 人 不 允 许 你 待 在 这 里 。 走 开 。
dlga_start:close_window.30|你 来 的 正 是 时 候 ， 让 我 们 一 起 给 敌 人 一 个 教 训 。
dlga_start:close_window.31|跟 我 们 对 抗 是 你 所 犯 下 最 严 重 的 错 误 。
dlga_start:ally_thanks_meet|我 想 我 们 还 没 有 正 式 认 识 ， 我 的 朋 友 。 你 刚 刚 救 了 我 的 命 ， 但 我 还 不 知 道 你 的 名 字 … …
dlga_start:ally_thanks_meet.1|你 的 出 手 很 受 用 ， 陌 生 人 。 我 叫 {s1}。 方 便 请 教 阁 下 大 名 么 ？
dlga_start:ally_thanks_meet.2|多 谢 相 助 ， 陌 生 人 。 我 们 还 没 互 相 介 绍 过 ， 不 是 吗 ？ 你 叫 什 么 名 字 ？
dlga_ally_thanks_meet:ally_thanks_meet_2|我 叫 {playername}。
dlga_ally_thanks_meet_2:close_window|幸 会 {playername}。 我 叫 {s1}，感 恩 不 尽 。 如 果 有 任 何 需 要 我 帮 助 的 ， 请 告 诉 我 … …
dlga_ally_thanks_meet_2:close_window.1|幸 会 {playername}。 刚 刚 的 事 算 我 欠 你 一 个 人 情 ， 希 望 有 一 天 我 能 找 到 机 会 还 你 这 个 人 情 。
dlga_ally_thanks_meet_2:close_window.2|幸 会 {playername}。 我 是 {s1}。谢 谢 你 的 援 助 ， 我 希 望 下 次 我 们 还 能 再 见 面 。
dlga_start:close_window.32|你 再 次 救 了 我 们 的 命 ， {playername}！我 们 永 远 是 最 好 的 朋 友 。 {s43}
dlga_start:close_window.33|你 正 好 及 时 赶 到 ， {playername}，请 让 我 表 达 最 深 的 谢 意 ！ {s43}
dlga_start:close_window.34|多 亏 你 及 时 出 现 ， {playername}，我 不 会 忘 记 你 的 帮 助 的 。 {s43}
dlga_start:close_window.35|很 高 兴 见 到 你 ， {playername}。{s43}
dlga_start:close_window.36|{s43}
dlga_start:close_window.37|{s43}
dlga_start:close_window.38|多 谢 你 出 手 相 助 ， {reg63?大 人 :夫 人 }， 你 救 了 {reg42?我 们 : 我 }的 命 。
dlga_start:close_window.39|多 谢 你 出 手 相 助 ， {reg63?大 人 :夫 人 }， 我 们 刚 刚 状 况 不 妙 ， 你 的 及 时 出 现 扭 转 了 战 局 。
dlga_start:close_window.40|多 谢 你 出 手 相 助 ， {reg63?大 人 :夫 人 }， 很 幸 运 能 有 你 在 附 近 。
dlga_start:kidnapped_girl_liberated_battle|噢 {reg63?大 人 :夫 人 }， 多 谢 你 救 了 我 ， 你 会 把 我 带 回 家 吗 ？
dlga_start:Wendiiaelf_talk_2|感 谢 你 出 手 相 助 ， {reg63?先 生 :夫 人 }， 我 叫 温 蒂 尔 芙 ， 你 在 战 场 上 的 勇 武 即 便 是 我 们 诺 多 也 望 尘 莫 及 。
dlga_Wendiiaelf_talk_2:Wendiiaelf_talk_3|精 灵 小 姐 ， 你 过 奖 了 。 我 受 塞 德 仁 之 托 来 到 这 里 帮 助 你 解 救 受 到 囚 禁 的 族 人 ， 她 们 呢 ？ 是 否 安 全 ？
dlga_Wendiiaelf_talk_3:Wendiiaelf_talk_4|我 们 本 已 从 辛 加 尔 城 成 功 将 族 人 救 出 ， 无 奈 茫 茫 大 漠 无 处 藏 身 ， 被 贩 奴 团 的 巡 逻 队 发 现 ， 被 囚 禁 者 受 尽 了 该 死 的 奴 隶 贩 子 的 折 磨 ， 大 部 分 人 过 于 虚 弱 以 致 于 我 们 无 法 快 速 行 军 ， 最 终 被 贩 奴 团 的 大 部 队 追 上 … …
dlga_Wendiiaelf_talk_4:Wendiiaelf_talk_5|(你 脸 色 暗 沉 ， 眉 头 紧 蹙 )
dlga_Wendiiaelf_talk_5:Wendiiaelf_talk_6|我 们 只 好 弯 弓 搭 箭 ， 射 向 这 群 不 顾 一 切 直 扑 过 来 的 恶 狼 … … 大 部 分 的 战 士 死 于 混 战 ， 一 些 族 人 在 力 竭 之 后 自 尽 以 捍 卫 诺 多 的 尊 严 ； 而 我 ， 以 及 少 部 分 人 因 坐 骑 被 射 杀 而 落 马 遭 擒 … …^(她 眼 中 布 满 血 丝 ， 雪 白 的 牙 齿 几 将 红 唇 咬 破 )
dlga_Wendiiaelf_talk_6:Wendiiaelf_talk_7|如 果 我 能 早 一 点 赶 到 … …
dlga_Wendiiaelf_talk_7:Wendiiaelf_talk_8|不 不 ， {reg63?先 生 :夫 人 }， 你 能 救 出 我 们 ， 不 让 我 们 受 到 屈 辱 ， 这 份 恩 情 我 无 以 为 报 … … 这 次 任 务 失 败 ， 导 致 族 人 们 惨 死 ， 我 将 找 族 长 领 罚 ， 即 便 不 被 逐 出 族 群 ， 我 也 无 颜 再 面 对 族 人 … … 我 有 个 不 情 … …
dlga_Wendiiaelf_talk_8:Wendiiaelf_talk_9|{s33}
dlga_Wendiiaelf_talk_9:close_window|… … (惊 愕 流 露 于 双 眸 )我 … … 我 请 求 加 入 你 们 ， 希 望 我 的 箭 术 能 帮 上 一 点 忙 。
dlga_start:freed_hero_answer|朋 友 ， 你 解 救 了 我 ， 我 欠 你 一 份 情 。
dlga_freed_hero_answer:freed_hero_answer_1|你 哪 都 别 想 去 了 ， 你 现 在 是 我 的 阶 下 囚 了 ！
dlga_freed_hero_answer_1:close_window|哎 ， 我 的 运 气 总 这 么 坏 吗 ？
dlga_freed_hero_answer:freed_hero_answer_2|你 可 以 走 了 ， 大 人 。
dlga_freed_hero_answer_2:close_window|非 常 感 谢 你 ， 友 善 的 {reg63?先 生 :女 士 }， 我 永 远 不 会 忘 记 你 的 大 恩 大 德 。
dlga_freed_hero_answer:freed_hero_answer_3|你 愿 意 加 入 我 吗 ？
dlga_freed_hero_answer_3:close_window|好 的 ， 我 加 入 你 。
dlga_freed_hero_answer_3:close_window.1|不 ， 我 想 单 独 行 动 。
dlga_start:defeat_hero_answer|你 不 会 为 这 次 胜 利 高 兴 太 久 的 。 我 的 亲 兵 们 很 快 将 会 抹 去 这 次 失 败 的 污 点 。
dlga_defeat_hero_answer:defeat_hero_answer_1|你 是 我 的 俘 虏 了 。
dlga_defeat_hero_answer_1:close_window|去 你 妈 的 。 你 会 后 悔 的 。
