
itm_no_item|INVALID ITEM 
itm_empire_helmet_closed_2_pl|黄 翎 头 盔 
itm_empire_helmet_closed_3|绿 白 翎 银 盔 
itm_empire_helmet_closed_3_pl|绿 白 翎 银 盔 
itm_empire_helmet_closed_4|紫 金 翎 羽 蓝 头 盔 
itm_empire_helmet_closed_4_pl|紫 金 翎 羽 蓝 头 盔 
itm_empire_helmet_closed_5|红 黑 翎 羽 黑 头 盔 
itm_empire_helmet_closed_5_pl|红 黑 翎 羽 黑 头 盔 
itm_empire_helmet_closed_6|橙 翎 头 盔 
itm_empire_helmet_closed_6_pl|橙 翎 头 盔 
itm_royal_crown|皇 冠 
itm_royal_crown_pl|皇 冠 
itm_sarleon_king_helm|新 王 王 冠 盔 
itm_sarleon_king_helm_pl|新 王 王 冠 盔 
itm_ravenstern_king_helm|北 方 王 冠 盔 
itm_ravenstern_king_helm_pl|北 方 王 冠 盔 
itm_dshar_king_helm|南 方 国 王 盔 
itm_dshar_king_helm_pl|南 方 国 王 盔 
itm_fierdsvain_crown_helm|西 方 国 王 盔 
itm_fierdsvain_crown_helm_pl|西 方 国 王 盔 
itm_marius_helmet|帝 国 皇 冠 盔 
itm_marius_helmet_pl|帝 国 皇 冠 盔 
itm_pendor_king_helm|古 式 王 冠 盔 
itm_pendor_king_helm_pl|古 式 王 冠 盔 
itm_sarleon_pret_helm|黑 色 王 冠 盔 
itm_sarleon_pret_helm_pl|黑 色 王 冠 盔 
itm_ravenstern_pret_helm|银 色 王 冠 盔 
itm_ravenstern_pret_helm_pl|银 色 王 冠 盔 
itm_dshar_pert_helm|德 夏 可 汗 盔 
itm_dshar_pert_helm_pl|德 夏 可 汗 盔 
itm_fierdsvain_pret_helm|菲 尔 兹 威 王 冠 盔 
itm_fierdsvain_pret_helm_pl|菲 尔 兹 威 王 冠 盔 
itm_empire_pret_helmet|帝 国 元 首 盔 
itm_empire_pret_helmet_pl|帝 国 元 首 盔 
itm_noldor_inf_helm|诺 多 步 兵 盔 
itm_noldor_inf_helm_pl|诺 多 步 兵 盔 
itm_noldor_capt_helm|诺 多 队 长 盔 
itm_noldor_capt_helm_pl|诺 多 队 长 盔 
itm_noldor_knight_helm|诺 多 骑 士 盔 
itm_noldor_knight_helm_pl|诺 多 骑 士 盔 
itm_noldor_inf_helm_hooded|带 兜 帽 诺 多 步 兵 盔 
itm_noldor_inf_helm_hooded_pl|带 兜 帽 诺 多 步 兵 盔 
itm_noldor_capt_helm_hooded|带 兜 帽 诺 多 队 长 盔 
itm_noldor_capt_helm_hooded_pl|带 兜 帽 诺 多 队 长 盔 
itm_noldor_knight_helm_hooded|带 兜 帽 诺 多 骑 士 盔 
itm_noldor_knight_helm_hooded_pl|带 兜 帽 诺 多 骑 士 盔 
itm_scorpion_helmet_2|刺 客 兜 帽 
itm_scorpion_helmet_2_pl|刺 客 兜 帽 
itm_assassin_helmet|刺 客 头 盔 
itm_assassin_helmet_pl|刺 客 头 盔 
itm_wolf_helmet_2|狼 头 骨 盔 
itm_wolf_helmet_2_pl|狼 头 骨 盔 
itm_wolf_helmet_1|幽 影 狼 抛 光 开 面 盔 
itm_wolf_helmet_1_pl|幽 影 狼 抛 光 开 面 盔 
itm_phoenix_barbutte_helmet|凤 凰 开 面 盔 
itm_phoenix_barbutte_helmet_pl|凤 凰 开 面 盔 
itm_phoenix_helmet|至 高 凤 凰 开 面 盔 
itm_phoenix_helmet_pl|至 高 凤 凰 开 面 盔 
itm_phoenix_helmet_a|凤 凰 骑 士 开 面 盔 
itm_phoenix_helmet_a_pl|凤 凰 骑 士 开 面 盔 
itm_valkyrie_helmet|女 武 神 盔 
itm_valkyrie_helmet_pl|女 武 神 盔 
itm_kraken_helm|克 拉 肯 面 具 盔 
itm_kraken_helm_pl|克 拉 肯 面 具 盔 
itm_demon_helmet|恶 魔 盔 
itm_demon_helmet_pl|恶 魔 盔 
itm_snake_helm|蛇 教 面 具 盔 
itm_snake_helm_pl|蛇 教 面 具 盔 
itm_cobra_helm|眼 镜 蛇 巨 盔 
itm_cobra_helm_pl|眼 镜 蛇 巨 盔 
itm_helmet_fel_great|巨 蟒 巨 盔 
itm_helmet_fel_great_pl|巨 蟒 巨 盔 
itm_anaconda_snake_helm|巨 蟒 骑 士 盔 
itm_anaconda_snake_helm_pl|巨 蟒 骑 士 盔 
itm_asp_helm|角 蝰 盔 
itm_asp_helm_pl|角 蝰 盔 
itm_asp_helm_supreme|至 高 角 蝰 盔 
itm_asp_helm_supreme_pl|至 高 角 蝰 盔 
itm_hood_white|白 色 兜 帽 
itm_hood_white_pl|白 色 兜 帽 
itm_hood_dark|暗 色 兜 帽 
itm_hood_dark_pl|暗 色 兜 帽 
itm_hood_rav|凛 鸦 境 兜 帽 
itm_hood_rav_pl|凛 鸦 境 兜 帽 
itm_hood_silver|银 色 兜 帽 
itm_hood_silver_pl|银 色 兜 帽 
itm_hood_cyan|青 色 兜 帽 
itm_hood_cyan_pl|青 色 兜 帽 
itm_practice_bow_2|练 习 弓 
itm_practice_bow_2_pl|练 习 弓 
itm_hunting_bow|猎 弓 
itm_hunting_bow_pl|猎 弓 
itm_short_bow|短 弓 
itm_short_bow_pl|短 弓 
itm_nomad_bow|游 牧 弓 
itm_nomad_bow_pl|游 牧 弓 
itm_long_bow|长 弓 
itm_long_bow_pl|长 弓 
itm_khergit_bow|德 夏 弓 
itm_khergit_bow_pl|德 夏 弓 
itm_strong_bow|短 复 合 弓 
itm_strong_bow_pl|短 复 合 弓 
itm_war_bow|长 复 合 弓 
itm_war_bow_pl|长 复 合 弓 
itm_melitine_bow|马 里 廷 骑 手 弓 
itm_melitine_bow_pl|马 里 廷 骑 手 弓 
itm_melitine_longbow|马 里 廷 军 团 弓 
itm_melitine_longbow_pl|马 里 廷 军 团 弓 
itm_hawkstorm_bow|鹰 击 弓 
itm_hawkstorm_bow_pl|鹰 击 弓 
itm_pendor_bow|乌 木 弓 
itm_pendor_bow_pl|乌 木 弓 
itm_dshar_horn_bow|角 弓 
itm_dshar_horn_bow_pl|角 弓 
itm_heretic_bow|暗 木 弓 
itm_heretic_bow_pl|暗 木 弓 
itm_noldor_bow|诺 多 复 合 弓 
itm_noldor_bow_pl|诺 多 复 合 弓 
itm_kadan_bow|祖 传 战 弓 
itm_kadan_bow_pl|祖 传 战 弓 
itm_duskfall_bow|落 暮 弓 
itm_duskfall_bow_pl|落 暮 弓 
itm_strange_rune_bow|神 奇 符 印 弓 
itm_strange_rune_bow_pl|神 奇 符 印 弓 
itm_ullrvetr_manifest|乌 尔 维 特 之 证 
itm_ullrvetr_manifest_pl|乌 尔 维 特 之 证 
itm_saphire_rune_bow|蓝 宝 石 符 印 弓 
itm_saphire_rune_bow_pl|蓝 宝 石 符 印 弓 
itm_ruby_rune_bow|红 宝 石 符 印 弓 
itm_ruby_rune_bow_pl|红 宝 石 符 印 弓 
itm_emerald_rune_bow|翡 翠 符 印 弓 
itm_emerald_rune_bow_pl|翡 翠 符 印 弓 
itm_hunting_crossbow|猎 弩 
itm_hunting_crossbow_pl|猎 弩 
itm_light_crossbow|轻 弩 
itm_light_crossbow_pl|轻 弩 
itm_balanced_crossbow|弩 
itm_balanced_crossbow_pl|弩 
itm_maiden_crossbow|女 式 弩 
itm_maiden_crossbow_pl|女 式 弩 
itm_heavy_crossbow|重 弩 
itm_heavy_crossbow_pl|重 弩 
itm_sniper_crossbow|攻 城 弩 
itm_sniper_crossbow_pl|攻 城 弩 
itm_arbalest|梅 滕 海 姆 劲 弩 
itm_arbalest_pl|梅 滕 海 姆 劲 弩 
itm_arquebus_1|火 绳 枪 
itm_arquebus_1_pl|火 绳 枪 
itm_practice_arrows_2|练 习 箭 
itm_practice_arrows_2_pl|练 习 箭 
itm_arrows|箭 
itm_arrows_pl|箭 
itm_barbed_arrows|倒 刺 箭 
itm_barbed_arrows_pl|倒 刺 箭 
itm_singalian_arrows|辛 加 尔 箭 
itm_singalian_arrows_pl|辛 加 尔 箭 
itm_melitine_arrows|马 里 廷 箭 
itm_melitine_arrows_pl|马 里 廷 箭 
itm_bodkin_arrows|锥 头 箭 
itm_bodkin_arrows_pl|锥 头 箭 
itm_melitine_arrows2|马 里 廷 骑 手 箭 
itm_melitine_arrows2_pl|马 里 廷 骑 手 箭 
itm_khergit_arrows|德 夏 箭 
itm_khergit_arrows_pl|德 夏 箭 
itm_dshar_superior_arrows|上 等 德 夏 箭 
itm_dshar_superior_arrows_pl|上 等 德 夏 箭 
itm_dshar_elite_arrows|加 齐 箭 
itm_dshar_elite_arrows_pl|加 齐 箭 
itm_jatu_arrows|迦 图 箭 
itm_jatu_arrows_pl|迦 图 箭 
itm_ranger_arrows|巡 林 者 箭 
itm_ranger_arrows_pl|巡 林 者 箭 
itm_heretic_arrows|暗 木 箭 
itm_heretic_arrows_pl|暗 木 箭 
itm_noldor_arrows|诺 多 箭 
itm_noldor_arrows_pl|诺 多 箭 
itm_bolts|弩 矢 
itm_bolts_pl|弩 矢 
itm_light_bolts|轻 弩 矢 
itm_light_bolts_pl|轻 弩 矢 
itm_balanced_bolts|平 衡 弩 矢 
itm_balanced_bolts_pl|平 衡 弩 矢 
itm_steel_bolts|钢 弩 矢 
itm_steel_bolts_pl|钢 弩 矢 
itm_elite_bolts|攻 城 弩 矢 
itm_elite_bolts_pl|攻 城 弩 矢 
itm_mettenheim_bolts|梅 滕 海 姆 弩 矢 
itm_mettenheim_bolts_pl|梅 滕 海 姆 弩 矢 
itm_bullets_1|弹 药 包 
itm_bullets_1_pl|弹 药 包 
itm_stones|石 头 
itm_stones_pl|石 头 
itm_throwing_knives|飞 刀 
itm_throwing_knives_pl|飞 刀 
itm_throwing_daggers|飞 刃 
itm_throwing_daggers_pl|飞 刃 
itm_assassin_knives|刺 客 飞 刀 
itm_assassin_knives_pl|刺 客 飞 刀 
itm_darts|镖 
itm_darts_pl|镖 
itm_war_darts|战 镖 
itm_war_darts_pl|战 镖 
itm_javelin|标 枪 
itm_javelin_pl|标 枪 
itm_throwing_spears|投 矛 
itm_throwing_spears_pl|投 矛 
itm_broadhead_spears|阔 刃 投 掷 矛 
itm_broadhead_spears_pl|阔 刃 投 掷 矛 
itm_jarid|长 投 枪 
itm_jarid_pl|长 投 枪 
itm_hasta_spear|古 帝 国 长 矛 
itm_hasta_spear_pl|古 帝 国 长 矛 
itm_pilum_light_spear|古 帝 国 轻 标 枪 
itm_pilum_light_spear_pl|古 帝 国 轻 标 枪 
itm_pilum_spear|古 帝 国 标 枪 
itm_pilum_spear_pl|古 帝 国 标 枪 
itm_ring_of_keys_throwing_axes|钥 匙 环 
itm_ring_of_keys_throwing_axes_pl|钥 匙 环 
itm_light_throwing_axes|轻 型 飞 斧 
itm_light_throwing_axes_pl|轻 型 飞 斧 
itm_light_throwing_axes_melee|轻 型 飞 斧 
itm_light_throwing_axes_melee_pl|轻 型 飞 斧 
itm_throwing_axes|飞 斧 
itm_throwing_axes_pl|飞 斧 
itm_throwing_axes_melee|飞 斧 
itm_throwing_axes_melee_pl|飞 斧 
itm_heavy_throwing_axes|重 型 飞 斧 
itm_heavy_throwing_axes_pl|重 型 飞 斧 
itm_heavy_throwing_axes_melee|重 型 飞 斧 
itm_heavy_throwing_axes_melee_pl|重 型 飞 斧 
itm_asp_throwing_axes|角 蝰 飞 斧 
itm_asp_throwing_axes_pl|角 蝰 飞 斧 
itm_asp_throwing_axes_melee|角 蝰 飞 斧 
itm_asp_throwing_axes_melee_pl|角 蝰 飞 斧 
itm_long_throw_spear|巨 型 标 枪 
itm_long_throw_spear_pl|巨 型 标 枪 
itm_long_throw_spear_melee|巨 型 标 枪 
itm_long_throw_spear_melee_pl|巨 型 标 枪 
itm_long_spiked_club|长 钉 棒 
itm_long_spiked_club_pl|长 钉 棒 
itm_iron_staff|铁 杖 
itm_iron_staff_pl|铁 杖 
itm_quarter_staff|铁 头 杖 
itm_quarter_staff_pl|铁 头 杖 
itm_long_hafted_knobbed_mace|长 柄 圆 头 锤 
itm_long_hafted_knobbed_mace_pl|长 柄 圆 头 锤 
itm_long_hafted_spiked_mace|长 柄 尖 头 锤 
itm_long_hafted_spiked_mace_pl|长 柄 尖 头 锤 
itm_polehammer_1|长 柄 锤 
itm_polehammer_1_pl|长 柄 锤 
itm_sarranid_two_handed_mace_1|钢 制 锤 
itm_sarranid_two_handed_mace_1_pl|钢 制 锤 
itm_torch|火 把 
itm_torch_pl|火 把 
itm_sword_medieval_a|剑 
itm_sword_medieval_a_pl|剑 
itm_sword_medieval_b|铁 剑 
itm_sword_medieval_b_pl|铁 剑 
itm_sword_medieval_b_small|短 剑 
itm_sword_medieval_b_small_pl|短 剑 
itm_sword_medieval_c|军 用 剑 
itm_sword_medieval_c_pl|军 用 剑 
itm_sword_medieval_c_small|钢 制 短 剑 
itm_sword_medieval_c_small_pl|钢 制 短 剑 
itm_sword_medieval_c_long|钢 剑 
itm_sword_medieval_c_long_pl|钢 剑 
itm_sword_medieval_d_long|钢 制 长 剑 
itm_sword_medieval_d_long_pl|钢 制 长 剑 
itm_empire_broadsword|帝 国 阔 剑 
itm_empire_broadsword_pl|帝 国 阔 剑 
itm_silvered_longsword|镀 银 长 剑 
itm_silvered_longsword_pl|镀 银 长 剑 
itm_crosshilt_sword|贵 族 十 字 护 手 剑 
itm_crosshilt_sword_pl|贵 族 十 字 护 手 剑 
itm_knight_war_axe|骑 士 战 争 斧 
itm_knight_war_axe_pl|骑 士 战 争 斧 
itm_vecc_bloodsword|菲 卡 维 亚 血 剑 
itm_vecc_bloodsword_pl|菲 卡 维 亚 血 剑 
itm_barclay_sword|巴 克 利 贵 族 剑 
itm_barclay_sword_pl|巴 克 利 贵 族 剑 
itm_ebony_duel_sword|乌 木 决 斗 剑 
itm_ebony_duel_sword_pl|乌 木 决 斗 剑 
itm_ebony_noble_sword|乌 木 贵 族 剑 
itm_ebony_noble_sword_pl|乌 木 贵 族 剑 
itm_ebony_knight_sword|乌 木 骑 士 剑 
itm_ebony_knight_sword_pl|乌 木 骑 士 剑 
itm_ebony_arming_sword|乌 木 军 用 剑 
itm_ebony_arming_sword_pl|乌 木 军 用 剑 
itm_ebony_long_sword|乌 木 长 剑 
itm_ebony_long_sword_pl|乌 木 长 剑 
itm_noldor_longsword|诺 多 长 剑 
itm_noldor_longsword_pl|诺 多 长 剑 
itm_noldor_runesword|诺 多 符 印 剑 
itm_noldor_runesword_pl|诺 多 符 印 剑 
itm_hidden_dagger|潜 入 者 匕 首 
itm_hidden_dagger_pl|潜 入 者 匕 首 
itm_wooden_stick|木 枝 
itm_wooden_stick_pl|木 枝 
itm_cudgel|短 棍 
itm_cudgel_pl|短 棍 
itm_hammer|锤 子 
itm_hammer_pl|锤 子 
itm_club|木 棒 
itm_club_pl|木 棒 
itm_winged_mace|带 翼 锤 
itm_winged_mace_pl|带 翼 锤 
itm_spiked_mace|带 刺 锤 
itm_spiked_mace_pl|带 刺 锤 
itm_military_hammer|军 用 锤 
itm_military_hammer_pl|军 用 锤 
itm_pickaxe|鹤 嘴 锄 
itm_pickaxe_pl|鹤 嘴 锄 
itm_fighting_pick|格 斗 锄 
itm_fighting_pick_pl|格 斗 锄 
itm_military_pick|军 用 锄 
itm_military_pick_pl|军 用 锄 
itm_sickle|镰 刀 
itm_sickle_pl|镰 刀 
itm_cleaver|砍 刀 
itm_cleaver_pl|砍 刀 
itm_knife|菜 刀 
itm_knife_pl|菜 刀 
itm_butchering_knife|屠 宰 刀 
itm_butchering_knife_pl|屠 宰 刀 
itm_dagger|匕 首 
itm_dagger_pl|匕 首 
itm_falchion|单 刀 
itm_falchion_pl|单 刀 
itm_hatchet|短 斧 
itm_hatchet_pl|短 斧 
itm_hand_axe|手 斧 
itm_hand_axe_pl|手 斧 
itm_fighting_axe|格 斗 斧 
itm_fighting_axe_pl|格 斗 斧 
itm_military_cleaver_b|士 兵 直 刃 砍 刀 
itm_military_cleaver_b_pl|士 兵 直 刃 砍 刀 
itm_military_cleaver_c|军 用 直 刃 砍 刀 
itm_military_cleaver_c_pl|军 用 直 刃 砍 刀 
itm_military_sickle_a|军 用 镰 
itm_military_sickle_a_pl|军 用 镰 
itm_one_handed_battle_axe_a|单 手 斧 
itm_one_handed_battle_axe_a_pl|单 手 斧 
itm_one_handed_war_axe_b|单 手 战 争 斧 
itm_one_handed_war_axe_b_pl|单 手 战 争 斧 
itm_one_handed_battle_axe_b|单 手 战 斗 斧 
itm_one_handed_battle_axe_b_pl|单 手 战 斗 斧 
itm_one_handed_battle_axe_c|单 手 老 兵 斧 
itm_one_handed_battle_axe_c_pl|单 手 老 兵 斧 
itm_sword_khergit_1|游 牧 马 刀 
itm_sword_khergit_1_pl|游 牧 马 刀 
itm_sword_khergit_3|马 刀 
itm_sword_khergit_3_pl|马 刀 
itm_sword_khergit_4|重 型 马 刀 
itm_sword_khergit_4_pl|重 型 马 刀 
itm_melitine_sabre|马 里 廷 马 刀 
itm_melitine_sabre_pl|马 里 廷 马 刀 
itm_mace_1|短 柄 带 刺 棒 
itm_mace_1_pl|短 柄 带 刺 棒 
itm_mace_2|锤 
itm_mace_2_pl|锤 
itm_mace_4|步 兵 锤 
itm_mace_4_pl|步 兵 锤 
itm_sarranid_mace_1|铁 锤 
itm_sarranid_mace_1_pl|铁 锤 
itm_cavalry_mace|骑 兵 锤 
itm_cavalry_mace_pl|骑 兵 锤 
itm_cavalry_club|骑 兵 带 刺 棒 
itm_cavalry_club_pl|骑 兵 带 刺 棒 
itm_steel_hammer|钢 锤 
itm_steel_hammer_pl|钢 锤 
itm_doom_mace|灾 厄 翼 锤 
itm_doom_mace_pl|灾 厄 翼 锤 
itm_sarranid_axe_a|铁 制 战 斗 斧 
itm_sarranid_axe_a_pl|铁 制 战 斗 斧 
itm_sarranid_axe_b|铁 制 战 斧 
itm_sarranid_axe_b_pl|铁 制 战 斧 
itm_warhammer_talek|战 锤 
itm_warhammer_talek_pl|战 锤 
itm_dragonspine_axe|龙 骨 斧 
itm_dragonspine_axe_pl|龙 骨 斧 
itm_bastard_sword_b|烈 狮 境 军 用 长 剑 
itm_bastard_sword_b_pl|烈 狮 境 军 用 长 剑 
itm_sarleon_sword|烈 狮 境 长 剑 
itm_sarleon_sword_pl|烈 狮 境 长 剑 
itm_rav_battle_axe|凛 鸦 境 战 斗 斧 
itm_rav_battle_axe_pl|凛 鸦 境 战 斗 斧 
itm_rav_sword|凛 鸦 境 剑 
itm_rav_sword_pl|凛 鸦 境 剑 
itm_rav_longsword|凛 鸦 境 长 剑 
itm_rav_longsword_pl|凛 鸦 境 长 剑 
itm_arabian_sword_a|沙 漠 剑 
itm_arabian_sword_a_pl|沙 漠 剑 
itm_arabian_sword_b|沙 漠 军 用 剑 
itm_arabian_sword_b_pl|沙 漠 军 用 剑 
itm_sarranid_cavalry_sword|沙 漠 骑 兵 剑 
itm_sarranid_cavalry_sword_pl|沙 漠 骑 兵 剑 
itm_arabian_sword_d|沙 漠 护 卫 剑 
itm_arabian_sword_d_pl|沙 漠 护 卫 剑 
itm_eventide_longsword|黄 昏 骑 士 长 剑 
itm_eventide_longsword_pl|黄 昏 骑 士 长 剑 
itm_scimitar|弯 刀 
itm_scimitar_pl|弯 刀 
itm_scimitar_b|袭 击 者 弯 刀 
itm_scimitar_b_pl|袭 击 者 弯 刀 
itm_dshar_sabre|德 夏 马 刀 
itm_dshar_sabre_pl|德 夏 马 刀 
itm_heavy_dshar_sabre|德 夏 重 型 马 刀 
itm_heavy_dshar_sabre_pl|德 夏 重 型 马 刀 
itm_sing_death_sabre|辛 加 尔 死 亡 马 刀 
itm_sing_death_sabre_pl|辛 加 尔 死 亡 马 刀
itm_sing_noble_sabre|辛 加 尔 贵 族 马 刀 
itm_sing_noble_sabre_pl|辛 加 尔 贵 族 马 刀 
itm_dshar_short_sabre|德 夏 短 马 刀 
itm_dshar_short_sabre_pl|德 夏 短 马 刀 
itm_dshar_scimitar|德 夏 弯 刀 
itm_dshar_scimitar_pl|德 夏 弯 刀 
itm_sword_viking_1|铁 剑 
itm_sword_viking_1_pl|铁 剑 
itm_sword_viking_2|重 型 铁 剑 
itm_sword_viking_2_pl|重 型 铁 剑 
itm_sword_viking_2_small|铁 制 短 剑 
itm_sword_viking_2_small_pl|铁 制 短 剑 
itm_sword_viking_3|凡 斯 凯 瑞 剑 
itm_sword_viking_3_pl|凡 斯 凯 瑞 剑 
itm_sword_viking_3_small|凡 斯 凯 瑞 战 争 短 剑 
itm_sword_viking_3_small_pl|凡 斯 凯 瑞 战 争 短 剑 
itm_fierd_leaf_sword|菲 尔 兹 威 叶 形 剑 
itm_fierd_leaf_sword_pl|菲 尔 兹 威 叶 形 剑 
itm_fierd_long_sword|菲 尔 兹 威 长 剑 
itm_fierd_long_sword_pl|菲 尔 兹 威 长 剑 
itm_vanskerry_sword|凡 斯 凯 瑞 贵 族 剑 
itm_vanskerry_sword_pl|凡 斯 凯 瑞 贵 族 剑 
itm_fierd_war_axe|菲 尔 兹 威 战 争 斧 
itm_fierd_war_axe_pl|菲 尔 兹 威 战 争 斧 
itm_fierd_war_axe_new|菲 尔 兹 威 曲 刃 战 斧 
itm_fierd_war_axe_new_pl|菲 尔 兹 威 曲 刃 战 斧 
itm_jatu_sabre|迦 图 马 刀 
itm_jatu_sabre_pl|迦 图 马 刀 
itm_jatu_hsabre|迦 图 重 型 马 刀 
itm_jatu_hsabre_pl|迦 图 重 型 马 刀 
itm_spiked_club|尖 头 棒 
itm_spiked_club_pl|尖 头 棒 
itm_viper_sabre|毒 蛇 马 刀 
itm_viper_sabre_pl|毒 蛇 马 刀 
itm_scorpion_sword|天 蝎 剑 
itm_scorpion_sword_pl|天 蝎 剑 
itm_wolf_sword|狼 之 利 剑 
itm_wolf_sword_pl|狼 之 利 剑 
itm_phoenix_broadsword|凤 凰 阔 剑 
itm_phoenix_broadsword_pl|凤 凰 阔 剑 
itm_phoenix_sword|凤 凰 长 剑 
itm_phoenix_sword_pl|凤 凰 长 剑 
itm_strange_short_sword|异 邦 短 军 刀 
itm_strange_short_sword_pl|异 邦 短 军 刀 
itm_heretic_sabre|乌 木 奇 形 军 刀 
itm_heretic_sabre_pl|乌 木 奇 形 军 刀 
itm_strange_rune_axe|神 奇 符 印 斧 
itm_strange_rune_axe_pl|神 奇 符 印 斧 
itm_saphire_rune_axe|蓝 宝 石 符 印 斧 
itm_saphire_rune_axe_pl|蓝 宝 石 符 印 斧 
itm_ruby_rune_axe|红 宝 石 符 印 斧 
itm_ruby_rune_axe_pl|红 宝 石 符 印 斧 
itm_emerald_rune_axe|翡 翠 符 印 斧 
itm_emerald_rune_axe_pl|翡 翠 符 印 斧 
itm_strange_rune_sword|神 奇 符 印 剑 
itm_strange_rune_sword_pl|神 奇 符 印 剑 
itm_saphire_rune_sword|蓝 宝 石 符 印 剑 
itm_saphire_rune_sword_pl|蓝 宝 石 符 印 剑 
itm_ruby_rune_sword|红 宝 石 符 印 剑 
itm_ruby_rune_sword_pl|红 宝 石 符 印 剑 
itm_emerald_rune_sword|翡 翠 符 印 剑 
itm_emerald_rune_sword_pl|翡 翠 符 印 剑 
itm_marius_sword|巴 克 斯 雄 辩 家 之 剑 
itm_marius_sword_pl|巴 克 斯 雄 辩 家 之 剑 
itm_maul|木 锤 
itm_maul_pl|木 锤 
itm_sledgehammer|攻 城 锤
itm_sledgehammer_pl|攻 城 锤
itm_warhammer|巨 锤 
itm_warhammer_pl|巨 锤 
itm_club_with_spike_head|带 刺 棒 
itm_club_with_spike_head_pl|带 刺 棒 
itm_morningstar|钉 头 锤 
itm_morningstar_pl|钉 头 锤 
itm_battle_hammer|战 斗 锤 
itm_battle_hammer_pl|战 斗 锤 
itm_axe|斧 
itm_axe_pl|斧 
itm_voulge|枪 斧 
itm_voulge_pl|枪 斧 
itm_battle_axe|战 斗 斧 
itm_battle_axe_pl|战 斗 斧 
itm_war_axe|战 争 斧 
itm_war_axe_pl|战 争 斧 
itm_double_axe|双 刃 斧
itm_double_axe_pl|双 刃 斧
itm_thunder_double_axe|雷 霆 双 刃 斧 
itm_thunder_double_axe_pl|雷 霆 双 刃 斧 
itm_two_handed_cleaver|战 争 砍 刀 
itm_two_handed_cleaver_pl|战 争 砍 刀 
itm_two_handed_axe|双 手 斧 
itm_two_handed_axe_pl|双 手 斧 
itm_two_handed_battle_axe_2|双 手 战 争 斧 
itm_two_handed_battle_axe_2_pl|双 手 战 争 斧 
itm_two_handed_battle_axe_3|枪 斧 
itm_two_handed_battle_axe_3_pl|枪 斧 
itm_shortened_voulge|短 柄 枪 斧 
itm_shortened_voulge_pl|短 柄 枪 斧 
itm_great_axe|巨 斧 
itm_great_axe_pl|巨 斧 
itm_long_axe|长 斧 
itm_long_axe_pl|长 斧 
itm_long_axe_alt|长 斧 
itm_long_axe_alt_pl|长 斧 
itm_long_axe_b|加 长 战 争 斧 
itm_long_axe_b_pl|加 长 战 争 斧 
itm_long_axe_b_alt|加 长 战 争 斧 
itm_long_axe_b_alt_pl|加 长 战 争 斧 
itm_long_axe_c|巨 型 长 斧 
itm_long_axe_c_pl|巨 型 长 斧 
itm_long_axe_c_alt|巨 型 长 斧 
itm_long_axe_c_alt_pl|巨 型 长 斧 
itm_bardiche|月 刃 斧 
itm_bardiche_pl|月 刃 斧 
itm_great_bardiche|巨 型 月 刃 斧 
itm_great_bardiche_pl|巨 型 月 刃 斧 
itm_shortened_military_scythe|短 柄 军 用 长 刃 镰 
itm_shortened_military_scythe_pl|短 柄 军 用 长 刃 镰 
itm_sarranid_two_handed_axe_a|沙 漠 战 斗 斧 
itm_sarranid_two_handed_axe_a_pl|沙 漠 战 斗 斧 
itm_sarranid_two_handed_axe_b|沙 漠 战 争 斧 
itm_sarranid_two_handed_axe_b_pl|沙 漠 战 争 斧 
itm_raider_axe|掠 夺 者 斧 
itm_raider_axe_pl|掠 夺 者 斧 
itm_northern_battle_axe|北 方 战 斗 斧 
itm_northern_battle_axe_pl|北 方 战 斗 斧 
itm_ancient_rune_axe|远 古 符 印 斧 
itm_ancient_rune_axe_pl|远 古 符 印 斧 
itm_dire_axe|恐 惧 斧 
itm_dire_axe_pl|恐 惧 斧 
itm_valdis_axe|菲 尔 兹 威 国 王 战 斧 
itm_valdis_axe_pl|菲 尔 兹 威 国 王 战 斧 
itm_silver_axe|符 印 银 斧 
itm_silver_axe_pl|符 印 银 斧 
itm_sword_of_war|战 剑 
itm_sword_of_war_pl|战 剑 
itm_sword_two_handed_a|双 手 大 剑 
itm_sword_two_handed_a_pl|双 手 大 剑 
itm_great_sword|双 手 大 剑 
itm_great_sword_pl|双 手 大 剑 
itm_khergit_sword_two_handed_a|双 手 马 刀 
itm_khergit_sword_two_handed_a_pl|双 手 马 刀 
itm_silver_claymore|镀 银 巨 型 阔 剑 
itm_silver_claymore_pl|镀 银 巨 型 阔 剑 
itm_khergit_sword_two_handed_b|双 手 马 刀 
itm_khergit_sword_two_handed_b_pl|双 手 马 刀 
itm_sword_two_handed_b|梅 滕 海 姆 决 斗 剑 
itm_sword_two_handed_b_pl|梅 滕 海 姆 决 斗 剑 
itm_fierd_berserker_sword|菲 尔 兹 威 狂 战 士 剑 
itm_fierd_berserker_sword_pl|菲 尔 兹 威 狂 战 士 剑 
itm_empire_great_sword|帝 国 大 剑 
itm_empire_great_sword_pl|帝 国 大 剑 
itm_flame_sword|焰 形 剑 
itm_flame_sword_pl|焰 形 剑 
itm_ebony_bastard_sword|乌 木 混 种 剑 
itm_ebony_bastard_sword_pl|乌 木 混 种 剑 
itm_noldor_bastard|诺 多 战 剑 
itm_noldor_bastard_pl|诺 多 战 剑 
itm_runed_bastard|符 印 混 种 剑 
itm_runed_bastard_pl|符 印 混 种 剑 
itm_claymore|双 手 阔 剑 
